Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004131,Inflammatory bowel disease,1_155199058_C_T,THBS3,ENSG00000169231,Prostate,GTEx-sQTL,0.09,0.06,-0.63,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST001729,Crohn's disease,5_132448701_G_T,SLC22A5,ENSG00000197375,Tfh cell,Schmiedel_2018,0.62,0.38,-0.68,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Pituitary,GTEx-sQTL,0.24,0.15,-0.68,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST001729,Crohn's disease,5_132448701_G_T,SLC22A5,ENSG00000197375,sigmoid colon,GTEx-eQTL,0.61,0.38,-0.7,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,THBS3,ENSG00000169231,Brain hippocampus,GTEx-sQTL,0.1,0.06,-0.73,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,B cell,CEDAR,0.63,0.37,-0.74,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST003043,Inflammatory bowel disease [EA],2_102367819_T_C,IL18RAP,ENSG00000115607,Neutrophil,Naranbhai_2015,0.63,0.37,-0.76,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004132,Crohn's disease,20_46006273_G_A,CD40,ENSG00000101017,skin (suprapubic),GTEx-eQTL,0.6,0.35,-0.78,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.25
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,LCL,GTEx-eQTL,0.5,0.28,-0.83,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST90038684,Ulcerative colitis,2_240638569_GA_G,GPR35,ENSG00000178623,Esophagus gastroesophageal junction,GTEx-sQTL,0.27,0.15,-0.85,Common genetic associations between age-related diseases.,Donertas HM,TRUE,12,484598,NA,2515,2021-04-08,Nat Aging,PMID:33959723,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Heart atrial appendage,GTEx-sQTL,0.29,0.16,-0.88,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Adipose subcutaneous,GTEx-sQTL,0.64,0.35,-0.9,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,19_10385945_C_T,TYK2,ENSG00000105397,Th1 cell,Schmiedel_2018,0.56,0.29,-0.93,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,Nerve tibial,GTEx-sQTL,0.16,0.08,-0.95,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,placenta,Peng_2018,0.44,0.23,-0.95,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,16_11251046_C_T,DEXI,ENSG00000182108,Macrophage,Nedelec_2016,0.5,0.26,-0.96,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.16
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Artery tibial,GTEx-sQTL,0.66,0.34,-0.96,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST003043,Inflammatory bowel disease [EA],2_102367819_T_C,IL18RAP,ENSG00000115607,CD4+ T cell anti-CD3-CD28 4h,Schmiedel_2018,0.6,0.31,-0.97,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Brain cerebellum,GTEx-sQTL,0.66,0.34,-0.97,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,Monocyte LPS 2h,Fairfax_2014,0.65,0.32,-1.01,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,LCL,CAP,0.59,0.27,-1.12,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,CD8+ T cell,Schmiedel_2018,0.6,0.27,-1.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST001729,Crohn's disease,5_132448701_G_T,SLC22A5,ENSG00000197375,LCL,GENCORD,0.68,0.31,-1.13,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004132,Crohn's disease,5_132435113_C_T,SLC22A5,ENSG00000197375,tibial nerve,GTEx-eQTL,0.69,0.31,-1.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Tfh cell,Schmiedel_2018,0.22,0.1,-1.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,5_132435113_C_T,SLC22A5,ENSG00000197375,Tfh cell,Schmiedel_2018,0.7,0.3,-1.19,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST90038683,Inflammatory bowel disease,20_63636469_A_G,STMN3,ENSG00000197457,Monocyte,BLUEPRINT,0.22,0.09,-1.2,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.01
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Ovary,GTEx-sQTL,0.7,0.3,-1.23,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,transverse colon,GTEx-eQTL,0.59,0.25,-1.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST003043,Inflammatory bowel disease [EA],2_102367819_T_C,IL18RAP,ENSG00000115607,CD4+ T cell,Kasela_2017,0.69,0.29,-1.28,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,Treg memory,Schmiedel_2018,0.71,0.29,-1.28,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST001725,Inflammatory bowel disease,5_132340627_C_T,SLC22A5,ENSG00000197375,Th1 cell,Schmiedel_2018,0.71,0.29,-1.31,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,110,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Brain (DLPFC),BrainSeq,0.71,0.28,-1.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,1_197676319_T_A,DENND1B,ENSG00000213047,tibial nerve,GTEx-eQTL,0.69,0.27,-1.37,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.27
GCST003043,Inflammatory bowel disease [EA],5_132288693_C_T,SLC22A5,ENSG00000197375,brain (putamen),GTEx-eQTL,0.3,0.12,-1.39,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST003043,Inflammatory bowel disease [EA],2_102367819_T_C,IL18RAP,ENSG00000115607,Skin,TwinsUK,0.73,0.27,-1.41,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST003043,Inflammatory bowel disease [EA],2_102367819_T_C,IL18RAP,ENSG00000115607,Spleen,GTEx-sQTL,0.73,0.27,-1.43,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004132,Crohn's disease,12_6383934_G_T,LTBR,ENSG00000111321,Prostate,GTEx-sQTL,0.61,0.22,-1.45,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.07
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,adrenal gland,GTEx-eQTL,0.67,0.24,-1.47,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST001729,Crohn's disease,5_132448701_G_T,P4HA2,ENSG00000072682,Brain hypothalamus,GTEx-sQTL,0.58,0.21,-1.47,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,CD4+ T cell,CEDAR,0.54,0.2,-1.48,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Monocyte R848 6h,Quach_2016,0.74,0.26,-1.5,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST003043,Inflammatory bowel disease [EA],5_132288693_C_T,SLC22A5,ENSG00000197375,Prostate,GTEx-sQTL,0.2,0.07,-1.51,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Breast mammary tissue,GTEx-sQTL,0.68,0.24,-1.53,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,adipose,GTEx-eQTL,0.57,0.2,-1.55,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST90038683,Inflammatory bowel disease,20_63636469_A_G,STMN3,ENSG00000197457,B cell,Fairfax_2012,0.5,0.17,-1.57,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.01
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Treg memory,Schmiedel_2018,0.46,0.16,-1.57,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,16_11273620_G_A,DEXI,ENSG00000182108,B cell,Fairfax_2012,0.75,0.25,-1.58,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.16
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Brain caudate basal ganglia,GTEx-sQTL,0.75,0.25,-1.58,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,stomach,GTEx-eQTL,0.68,0.23,-1.59,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,prostate,GTEx-eQTL,0.52,0.17,-1.63,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,17_39887396_C_T,GSDMB,ENSG00000073605,Stomach,GTEx-sQTL,0.76,0.24,-1.64,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,17_39887396_C_T,GSDMB,ENSG00000073605,Prostate,GTEx-sQTL,0.76,0.24,-1.65,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST90038683,Inflammatory bowel disease,20_63636469_A_G,STMN3,ENSG00000197457,Neutrophil,CEDAR,0.51,0.15,-1.8,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.01
GCST003045,Ulcerative colitis [EA],16_11265823_C_T,DEXI,ENSG00000182108,breast,GTEx-eQTL,0.59,0.16,-1.85,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,1,0.16
GCST004133,Ulcerative colitis,7_128933913_G_A,IRF5,ENSG00000128604,CD4+ T cell,CEDAR,0.78,0.21,-1.88,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0.06
GCST003044,Crohn's disease [EA],5_132396764_T_G,SLC22A5,ENSG00000197375,LCL,GTEx-eQTL,0.62,0.17,-1.89,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Adipose,TwinsUK,0.76,0.21,-1.89,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNGR2,ENSG00000159128,Neutrophil,BLUEPRINT,0.76,0.21,-1.89,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.15
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Thyroid,GTEx-sQTL,0.78,0.21,-1.92,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST001729,Crohn's disease,5_132448701_G_T,P4HA2,ENSG00000072682,Brain caudate basal ganglia,GTEx-sQTL,0.78,0.2,-1.95,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,CD8+ T cell,Schmiedel_2018,0.66,0.16,-2.01,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
